id,dateAdded,dateUpdated,address,categories,primaryCategories,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
AVz3Y-7h3D1zeR_xDAqm,2017-06-30T05:05:40Z,2019-05-01T15:43:09Z,4203 E Kiehl Ave,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Sherwood,US,us/ar/sherwood/4203ekiehlave/-1051391616,34.8323,-92.1838,http://www.citysearch.com/profile/menu/1550074?singlePlatformId=shotgun-dans-pizza,7.98,7.98,USD,"2018-05-01T04:25:37.197Z,2018-04-16T04:36:02.356Z,2018-02-15T19:58:01.612Z,2018-04-02T23:29:46.353Z,2018-06-28T11:37:25.942Z",,Cheese Pizza,Shotgun Dans Pizza,72120,USD,0,25,AR
AVweGPFF_7pvs4fzAAzQ,2016-04-02T04:02:49Z,2019-05-01T15:27:50Z,25 E Camelback Rd,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,Phoenix,US,us/az/phoenix/25ecamelbackrd/-727422936,33.509266,-112.073044,,6,6,USD,"2018-03-03T02:38:06.381Z,2018-01-18T20:18:10.025Z,2018-01-18T18:19:22.806Z,2018-01-19T19:16:42.777Z,2018-01-12T10:31:22.594Z,2018-01-19T03:50:04.109Z,2017-12-17T06:37:40.912Z,2017-12-08T18:52:04.504Z",,Pizza Cookie,Sauce Pizza Wine,85012,USD,0,25,AZ
AVwdRGa9_7pvs4fz4E3K,2016-03-03T18:39:49Z,2019-05-01T12:52:25Z,3703 Paxton Ave,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cincinnati,US,us/oh/cincinnati/3703paxtonave/-619797122,39.144883,-84.432685,http://www.citysearch.com/profile/menu/8160503?singlePlatformId=mios-pizzeria-4,6.49,6.49,USD,"2018-04-10T07:58:34.585Z,2018-04-21T05:43:21.445Z,2018-04-29T18:10:47.500Z",a saucelessampcomma double cheese pizza with a garlic accentampcomma served with tomatoes on a sesame seed crust,Pizza Blanca,Mios Pizzeria,45209,USD,0,25,OH
AVwdX4psIN2L1WUfvJB1,2016-03-29T05:08:59Z,2019-05-01T12:52:20Z,30495 John R Rd,"Pizza,Carry-out food,Pizza Place,Restaurants",Accommodation & Food Services,Madison Heights,US,us/mi/madisonheights/30495johnrrd/-874863116,42.516669,-83.10663,,5.99,5.99,USD,"2016-10-20T21:50:02Z,2016-03-29T05:08:59Z",,Small Pizza,Hungry Howies Pizza,48071,USD,25,40,MI
AVwdaeTtkufWRAb55pSH,2016-03-31T02:34:04Z,2019-05-01T12:50:45Z,3600 Eastern Ave,"Pizza,American restaurants,Pizza Place,Pizza equipment and supplies,Restaurants",Accommodation & Food Services,Baltimore,US,us/md/baltimore/3600easternave/-1270965359,39.28663,-76.566984,,5.49,5.49,USD,2016-03-31T02:34:04Z,,Pizza Sub,Spartan Pizzeria,21224,USD,0,25,MD
AVwdaeTtkufWRAb55pSH,2016-03-31T02:34:04Z,2019-05-01T12:50:45Z,3600 Eastern Ave,"Pizza,American restaurants,Pizza Place,Pizza equipment and supplies,Restaurants",Accommodation & Food Services,Baltimore,US,us/md/baltimore/3600easternave/-1270965359,39.28663,-76.566984,,10.99,10.99,USD,2016-03-31T02:34:04Z,,White Pizza,Spartan Pizzeria,21224,USD,0,25,MD
AVwckQhv_7pvs4fzwhpf,2016-04-22T02:28:48Z,2019-05-01T12:50:22Z,1834 Euclid Ave,Pizza Place,Accommodation & Food Services,Berkeley,US,us/ca/berkeley/1834euclidave/-1109825433,37.875496,-122.260345,,4.99,4.99,USD,"2018-02-22T11:10:19.468Z,2018-01-22T03:13:03.320Z,2018-01-19T23:33:26.697Z,2018-01-09T23:15:09.495Z,2016-04-22T02:29:00.000Z,2016-05-25T05:11:00.000Z,2016-10-11T08:53:00.000Z",,Two Topping Pizza,La Vals,94709,USD,0,25,CA
AVwckQhv_7pvs4fzwhpf,2016-04-22T02:28:48Z,2019-05-01T12:50:22Z,1834 Euclid Ave,Pizza Place,Accommodation & Food Services,Berkeley,US,us/ca/berkeley/1834euclidave/-1109825433,37.875496,-122.260345,,5.39,5.39,USD,"2018-02-22T11:10:19.468Z,2018-01-22T03:13:03.321Z,2018-01-19T23:33:26.697Z,2018-01-09T23:15:09.496Z",,Three Or More Topping Pizza,La Vals,94709,USD,0,25,CA
AVwcvnln_7pvs4fzyfqZ,2016-04-01T06:35:24Z,2019-05-01T12:49:06Z,4819 Kerry Forest Pkwy,Pizza Place,Accommodation & Food Services,Tallahassee,US,us/fl/tallahassee/4819kerryforestpkwy/879863405,30.537097,-84.215156,,2.5,2.5,USD,"2017-10-18T11:36:00.000Z,2018-01-22T20:32:19.131Z,2018-01-23T18:40:50.635Z,2018-01-23T01:58:02.249Z,2018-01-19T14:26:11.457Z,2018-02-26T12:49:23.183Z,2017-12-16T17:11:00.000Z,2017-12-07T18:26:00.000Z,2018-01-11T17:00:15.603Z,2017-10-26T12:05:00.000Z,2018-03-31T02:24:44.705Z",,Pizza,Brickyard Pizza,32309,USD,0,25,FL
AVwcvnln_7pvs4fzyfqZ,2016-04-01T06:35:24Z,2019-05-01T12:49:06Z,4819 Kerry Forest Pkwy,Pizza Place,Accommodation & Food Services,Tallahassee,US,us/fl/tallahassee/4819kerryforestpkwy/879863405,30.537097,-84.215156,,11.99,11.99,USD,"2017-10-18T11:36:00.000Z,2018-01-22T20:32:19.131Z,2018-01-23T18:40:50.635Z,2018-01-19T14:26:11.458Z,2018-02-26T12:49:23.183Z,2017-12-16T17:11:00.000Z,2017-12-07T18:26:00.000Z,2018-01-23T01:58:02.250Z,2018-01-11T17:00:15.603Z,2017-10-26T12:05:00.000Z,2018-03-31T02:24:44.705Z",,Pizza,Brickyard Pizza,32309,USD,0,25,FL
AVwchRVZkufWRAb5wDIV,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Grand Rapids,US,us/mi/grandrapids/406128thstse/-255474861,42.912878,-85.566939,,7.43,7.43,USD,"2018-04-26T21:25:35.238Z,2018-05-01T09:33:47.530Z,2018-06-05T01:35:19.210Z,2018-04-14T05:50:46.205Z,2018-04-03T00:06:02.516Z,2018-02-07T04:39:54.561Z,2018-05-22T00:49:40.466Z",,Kids Cheese Pizza,Carrabbas Italian Grill,49512,USD,25,40,MI
AVwchRVZkufWRAb5wDIV,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Grand Rapids,US,us/mi/grandrapids/406128thstse/-255474861,42.912878,-85.566939,,18.21,18.21,USD,"2018-04-26T21:25:35.237Z,2018-06-05T01:35:19.209Z,2018-05-01T09:33:47.530Z,2018-04-14T05:50:46.205Z,2018-04-03T00:06:02.516Z,2018-02-07T04:39:54.561Z,2018-05-22T00:49:40.466Z",,Create Your Own Pizza,Carrabbas Italian Grill,49512,USD,25,40,MI
AVwchRVZkufWRAb5wDIV,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Grand Rapids,US,us/mi/grandrapids/406128thstse/-255474861,42.912878,-85.566939,,15.92,15.92,USD,"2018-04-26T21:25:35.237Z,2018-06-05T01:35:19.209Z,2018-05-01T09:33:47.530Z,2018-04-14T05:50:46.205Z,2018-04-03T00:06:02.516Z,2018-02-07T04:39:54.561Z,2018-05-22T00:49:40.466Z",Prosciutto arugula and shaved Parmesan drizzled with balsamic glaze,Prosciutto Arugula Pizza,Carrabbas Italian Grill,49512,USD,25,40,MI
AVwchRVZkufWRAb5wDIV,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Grand Rapids,US,us/mi/grandrapids/406128thstse/-255474861,42.912878,-85.566939,,7.43,7.43,USD,"2018-04-26T21:25:35.238Z,2018-05-01T09:33:47.530Z,2018-06-05T01:35:19.210Z,2018-04-14T05:50:46.205Z,2018-04-03T00:06:02.516Z,2018-02-07T04:39:54.561Z,2018-05-22T00:49:40.466Z",,Kids Pepperoni Pizza,Carrabbas Italian Grill,49512,USD,25,40,MI
AVwc7s1wIN2L1WUfqehD,2015-10-21T17:51:11Z,2019-05-01T12:42:05Z,146 N Glendora Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Glendora,US,us/ca/glendora/146nglendoraave/-1511428239,34.137502,-117.865331,http://www.singlepage.com/domenicos-jr,22,22,USD,"2018-02-18T15:21:05.726Z,2018-02-27T05:14:30.533Z,2018-01-19T03:50:16.428Z,2018-01-21T15:55:25.541Z,2018-01-17T11:01:30.026Z,2018-01-19T05:38:11.152Z",,Three Cheese Pizza,Domenicos Jr,91741,USD,0,25,CA
AVwc7s1wIN2L1WUfqehD,2015-10-21T17:51:11Z,2019-05-01T12:42:05Z,146 N Glendora Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Glendora,US,us/ca/glendora/146nglendoraave/-1511428239,34.137502,-117.865331,http://www.singlepage.com/domenicos-jr,11.5,11.5,USD,2018-05-11T22:26:10.666Z,Topped with mozzarellaampcomma feta and ricotta,Three Cheese Pizza,Domenicos Jr,91741,USD,0,25,CA
AVwc7s1wIN2L1WUfqehD,2015-10-21T17:51:11Z,2019-05-01T12:42:05Z,146 N Glendora Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Glendora,US,us/ca/glendora/146nglendoraave/-1511428239,34.137502,-117.865331,http://www.singlepage.com/domenicos-jr,7,7,USD,2018-05-11T22:26:10.666Z,Includes 1 toppingampcomma additional toppings for 075 each,Pizza Sandwich,Domenicos Jr,91741,USD,0,25,CA
AVwc2xOokufWRAb5zu4_,2016-05-24T00:41:59Z,2019-05-01T12:34:44Z,965 N Resler Dr,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,El Paso,US,us/tx/elpaso/965nreslerdr/1770159848,31.862409,-106.558431,http://www.citysearch.com/profile/menu/43189550?singlePlatformId=little-caesars-pizza-1507,5,5,USD,"2018-05-14T18:17:05.194Z,2018-04-02T12:17:58.594Z,2018-06-26T17:02:42.789Z,2018-05-21T18:19:08.875Z,2018-05-09T10:57:23.022Z,2018-04-27T11:10:23.168Z,2018-05-04T14:07:36.125Z",pepperoni or cheese original round no limit carry out plus tax,HotNReady Large Pizza,Little Caesars Pizza,79912,USD,0,25,TX
AVwcr0iskufWRAb5x6lr,2016-03-28T05:25:49Z,2019-05-01T12:28:47Z,8111 Rowlock Way,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Raleigh,US,us/nc/raleigh/8111rowlockway/1763694843,35.884857,-78.737707,,11.99,11.99,USD,"2018-03-31T06:18:45.445Z,2018-01-18T18:35:32.311Z,2018-01-22T18:15:05.506Z,2018-01-18T17:19:28.818Z,2018-01-12T12:21:01.787Z,2018-01-19T05:33:55.958Z",,"15"" Plain Cheese Pizza",Tonys Pizza,27613,USD,0,25,NC
AVwdfIbIByjofQCxplnX,2016-06-14T02:11:51Z,2019-05-01T12:27:25Z,4111 Main St,"Pizza,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Philadelphia,US,us/pa/philadelphia/4111mainst/-404553877,40.022413,-75.218579,,4.5,4.5,USD,"2018-02-26T21:30:21.003Z,2018-01-26T23:22:46.334Z,2018-01-13T14:26:34.323Z,2017-12-16T11:50:28.463Z,2017-12-07T23:46:07.019Z,2017-10-26T07:08:32.539Z,2017-10-23T00:03:09.974Z,2016-12-01T20:29:54Z,2016-06-14T02:11:51Z",,Pizza Fries,Mikes Pizza,19127,USD,0,25,PA
AVwedtwTIN2L1WUf5Kjd,2016-10-20T06:07:54Z,2019-05-01T12:24:14Z,4024 Canal St,Pizza Place,Accommodation & Food Services,New Orleans,US,us/la/neworleans/4024canalst/1763771589,29.974032,-90.100317,,12.25,12.25,USD,"2018-01-22T19:27:05.577Z,2018-01-18T14:29:24.287Z,2018-01-19T02:12:31.896Z,2018-01-19T12:31:32.310Z,2018-01-11T08:11:21.722Z,2017-12-16T09:24:00.000Z,2017-12-07T12:10:00.000Z,2017-10-21T22:11:00.000Z",,Bacon & Blue Cheese Pizza,Theos Neighborhood Pizza,70119,USD,25,40,LA
AVwedtwTIN2L1WUf5Kjd,2016-10-20T06:07:54Z,2019-05-01T12:24:14Z,4024 Canal St,Pizza Place,Accommodation & Food Services,New Orleans,US,us/la/neworleans/4024canalst/1763771589,29.974032,-90.100317,,12.25,12.25,USD,"2018-01-22T19:27:05.575Z,2018-01-18T14:29:24.285Z,2018-01-19T02:12:31.893Z,2018-01-19T12:31:32.309Z,2018-01-11T08:11:21.721Z,2017-12-16T09:24:00.000Z,2017-12-07T12:10:00.000Z,2017-10-21T22:11:00.000Z",,Chicken Pesto Pizza,Theos Neighborhood Pizza,70119,USD,25,40,LA
AVwedtwTIN2L1WUf5Kjd,2016-10-20T06:07:54Z,2019-05-01T12:24:14Z,4024 Canal St,Pizza Place,Accommodation & Food Services,New Orleans,US,us/la/neworleans/4024canalst/1763771589,29.974032,-90.100317,,13.5,13.5,USD,"2018-01-22T19:27:05.576Z,2018-01-18T14:29:24.285Z,2018-01-19T02:12:31.894Z,2018-01-19T12:31:32.309Z,2018-01-11T08:11:21.721Z,2017-12-16T09:24:00.000Z,2017-12-07T12:10:00.000Z,2017-10-21T22:11:00.000Z",,Big Dave's Buffalo Chicken Pizza,Theos Neighborhood Pizza,70119,USD,25,40,LA
AVwdixeC_7pvs4fz67Pw,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,DeLand,US,us/fl/deland/1584nwoodlandblvd/-874863116,29.046703,-81.303817,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,4.89,4.89,USD,"2018-05-27T11:01:31.980Z,2018-02-01T11:57:40.007Z,2018-04-26T11:41:06.621Z,2018-04-21T23:58:29.358Z,2018-04-03T00:14:02.862Z",pizza sauce pepperoni and mozzarella cheese,Pizza Sub,Hungry Howies Pizza,32720,USD,0,25,FL
AVwdixeC_7pvs4fz67Pw,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,DeLand,US,us/fl/deland/1584nwoodlandblvd/-874863116,29.046703,-81.303817,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,6.99,6.99,USD,"2018-05-27T11:01:31.981Z,2018-04-26T11:41:06.622Z,2018-02-01T11:57:40.007Z,2018-04-21T23:58:29.358Z,2018-04-03T00:14:02.862Z",,1 Topping Pizza,Hungry Howies Pizza,32720,USD,0,25,FL
AVwdixeC_7pvs4fz67Pw,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,DeLand,US,us/fl/deland/1584nwoodlandblvd/-874863116,29.046703,-81.303817,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,19.99,19.99,USD,"2018-05-27T11:01:31.980Z,2018-02-01T11:57:40.007Z,2018-04-26T11:41:06.621Z,2018-04-21T23:58:29.358Z,2018-04-03T00:14:02.862Z",,Plue 2 liter Soda with 2ampcomma Pizza,Hungry Howies Pizza,32720,USD,0,25,FL
AVwdixeC_7pvs4fz67Pw,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,DeLand,US,us/fl/deland/1584nwoodlandblvd/-874863116,29.046703,-81.303817,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,5,5,USD,"2018-02-01T11:57:40.007Z,2018-04-26T11:41:06.621Z,2018-05-27T11:01:31.979Z,2018-04-21T23:58:29.357Z,2018-04-03T00:14:02.862Z",2nd pizza of equal or lesser value,Each 2nd Pizza,Hungry Howies Pizza,32720,USD,0,25,FL
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,11.75,11.75,USD,"2018-04-18T18:20:39.162Z,2018-05-07T19:36:54.129Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-04-13T03:25:13.719Z,2018-03-30T23:02:10.103Z,2018-05-21T04:16:14.092Z,2018-04-25T18:13:47.033Z",Round white pie topped with fresh mozzarella ricotta and Parmesan cheese,12ampquot White Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,3.75,3.75,USD,"2018-04-18T18:20:39.162Z,2018-04-25T18:13:47.034Z,2018-05-21T04:16:14.094Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-05-07T19:36:54.130Z,2018-04-13T03:25:13.720Z,2018-03-30T23:02:10.103Z",,2 Topping Pizza Slice,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,3.5,3.5,USD,"2018-04-18T18:20:39.162Z,2018-04-25T18:13:47.034Z,2018-05-21T04:16:14.094Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-05-07T19:36:54.130Z,2018-04-13T03:25:13.720Z,2018-03-30T23:02:10.103Z",,1 Topping Pizza Slice,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,19.25,19.25,USD,"2018-04-18T18:20:39.162Z,2018-04-25T18:13:47.034Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-05-07T19:36:54.130Z,2018-04-13T03:25:13.720Z,2018-03-30T23:02:10.103Z,2018-05-21T04:16:14.092Z",Round pie topped with fresh mozzarella cheese and spicy chicken,16ampquot Buffalo Chicken Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,16.95,16.95,USD,"2018-04-18T18:20:39.162Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-05-07T19:36:54.130Z,2018-04-13T03:25:13.720Z,2018-03-30T23:02:10.103Z,2018-05-21T04:16:14.092Z,2018-04-25T18:13:47.033Z",Round pie with fresh mozzarella cheese and plum tomato sauce,16ampquot Margherita Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,12.5,12.5,USD,"2018-04-18T18:20:39.162Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-05-07T19:36:54.130Z,2018-04-13T03:25:13.720Z,2018-03-30T23:02:10.103Z,2018-05-21T04:16:14.092Z,2018-04-25T18:13:47.033Z",Round pie with fresh mozzarella cheese ham and pineapple,12ampquot Hawaiian Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,17.75,17.75,USD,"2018-04-18T18:20:39.162Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-05-07T19:36:54.130Z,2018-04-13T03:25:13.720Z,2018-03-30T23:02:10.103Z,2018-05-21T04:16:14.092Z,2018-04-25T18:13:47.033Z",Round white pie topped with fresh mozzarella ricotta and Parmesan cheese,16ampquot White Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,11.75,11.75,USD,"2018-04-18T18:20:39.162Z,2018-05-07T19:36:54.129Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-04-13T03:25:13.719Z,2018-03-30T23:02:10.103Z,2018-05-21T04:16:14.092Z,2018-04-25T18:13:47.033Z",Round pie with mozzarella cheese topped with tomato sauce eggplant and sprinkled with Parmesan cheese,12ampquot Eggplant Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,12.5,12.5,USD,"2018-04-18T18:20:39.162Z,2018-05-07T19:36:54.129Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-04-13T03:25:13.720Z,2018-03-30T23:02:10.103Z,2018-05-21T04:16:14.092Z,2018-04-25T18:13:47.033Z",Round pie with mozzarella cheese topped with tomato sauce ground beef pepperoni and sausage,12ampquot Meat Lovers Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,13.75,13.75,USD,"2018-04-18T18:20:39.162Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-05-07T19:36:54.130Z,2018-04-13T03:25:13.720Z,2018-03-30T23:02:10.103Z,2018-05-21T04:16:14.092Z,2018-04-25T18:13:47.033Z",Round pie topped with mozzarella cheese and tomato sauce,16ampquot Cheese Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,18.75,18.75,USD,"2018-04-18T18:20:39.162Z,2018-04-25T18:13:47.034Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-05-07T19:36:54.130Z,2018-04-13T03:25:13.720Z,2018-03-30T23:02:10.103Z,2018-05-21T04:16:14.092Z",Round pie topped with mushrooms spinach peppers onions and broccoli,16ampquot Veggie Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,12,12,USD,"2018-04-18T18:20:39.162Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-05-07T19:36:54.130Z,2018-04-13T03:25:13.720Z,2018-03-30T23:02:10.103Z,2018-05-21T04:16:14.092Z,2018-04-25T18:13:47.033Z",Tomato sauce and Italian buffalo milk mozzarella,12ampquot Bufalina PIzza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,18.95,18.95,USD,"2018-04-18T18:20:39.162Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-05-07T19:36:54.130Z,2018-04-13T03:25:13.720Z,2018-03-30T23:02:10.103Z,2018-05-21T04:16:14.092Z,2018-04-25T18:13:47.033Z",Square pie topped with mozzarella cheese and tomato sauce,16ampquot Sicilian Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,19.75,19.75,USD,"2018-04-18T18:20:39.162Z,2018-04-25T18:13:47.034Z,2018-06-29T15:04:42.753Z,2018-02-14T04:35:16.512Z,2018-05-07T19:36:54.130Z,2018-04-13T03:25:13.720Z,2018-03-30T23:02:10.103Z,2018-05-21T04:16:14.092Z",Round pie with breaded chicken ricotta cheese and plum tomato sauce,16ampquot Chicken Parm Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwcjjQ4kufWRAb5weHv,2016-04-03T01:16:01Z,2019-05-01T06:26:18Z,9600 San Jose Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Jacksonville,US,us/fl/jacksonville/9600sanjoseblvd/1770159848,30.204576,-81.785252,,7.99,7.99,USD,"2018-05-14T16:30:19.754Z,2018-04-02T09:43:20.295Z,2018-05-04T03:07:04.117Z,2018-06-26T16:58:43.603Z",carry out plus taxes,Large 3 Topping Pizza,Little Caesars Pizza,32257,USD,0,25,FL
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,"2016-07-31T20:05:00.000Z,2016-03-29T04:43:00.000Z",,Methi Mutter Malai Pizza,Curry on Crust,48187,USD,0,25,MI
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,"2016-07-31T20:05:00.000Z,2016-03-29T04:43:00.000Z",,Spicy Veg Pizza,Curry on Crust,48187,USD,0,25,MI
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,"2016-07-31T20:05:00.000Z,2016-03-29T04:43:00.000Z",,Gobi Munchurian Pizza,Curry on Crust,48187,USD,0,25,MI
